profile,origin,days,seed,completed_days,skipped_days,return_count,recovery_days,burnout,action_concentration,ending_band,xp,material
chaotic,return,180,2,106,74,41,15,5.8,0.176,integrated,3294.48,318.0
high_skip,return,180,2,51,129,40,7,0,0.255,returning,481.44,51.0
returning,return,180,2,102,78,44,17,0.29,0.181,sustainable,1966.56,204.0
overload,return,180,2,163,17,17,45,76.06,0.175,returning,6234.8,572.0
optimizer,return,180,2,166,14,14,23,4.06,0.197,integrated,5059.68,498.0
low_energy,return,180,2,83,97,41,29,0,0.193,returning,760.28,83.0
adversarial,return,180,2,131,49,35,49,71.28,0.177,returning,6582.3,593.0
perfect,lost,30,3,29,1,1,4,1.62,0.172,open,580.0,58.0
cautious,lost,30,3,22,8,7,2,0,0.227,returning,205.92,22.0
balanced,lost,30,3,24,6,4,4,1.04,0.208,returning,470.4,48.0
chaotic,lost,30,3,18,12,6,4,0,0.167,returning,559.44,54.0
high_skip,lost,30,3,6,24,5,0,0,0.333,returning,56.64,6.0
returning,lost,30,3,17,13,8,2,0.58,0.235,returning,327.76,34.0
overload,lost,30,3,26,4,4,3,71.28,0.183,returning,1133.6,104.0
optimizer,lost,30,3,27,3,3,4,3.13,0.198,open,822.96,81.0
low_energy,lost,30,3,16,14,7,4,0,0.25,returning,146.56,16.0
adversarial,lost,30,3,18,12,8,3,51.91,0.189,returning,999.0,90.0
perfect,burnout,30,3,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,3,18,12,9,3,0,0.222,returning,168.48,18.0
balanced,burnout,30,3,28,2,2,2,1.04,0.179,open,548.8,56.0
chaotic,burnout,30,3,13,17,8,2,2.0,0.205,returning,404.04,39.0
high_skip,burnout,30,3,7,23,5,1,0,0.286,returning,66.08,7.0
returning,burnout,30,3,17,13,8,2,0.29,0.206,returning,327.76,34.0
overload,burnout,30,3,29,1,1,5,72.41,0.168,overloaded,1231.7,113.0
optimizer,burnout,30,3,29,1,1,4,9.21,0.184,open,883.92,87.0
low_energy,burnout,30,3,17,13,10,9,0,0.235,returning,155.72,17.0
adversarial,burnout,30,3,22,8,6,5,66.17,0.187,returning,1187.7,107.0
perfect,potential,30,3,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,3,18,12,9,4,0,0.222,returning,168.48,18.0
balanced,potential,30,3,21,9,5,3,0,0.19,returning,411.6,42.0
chaotic,potential,30,3,14,16,10,3,0,0.214,returning,435.12,42.0
high_skip,potential,30,3,5,25,4,2,0,0.4,returning,47.2,5.0
returning,potential,30,3,16,14,9,3,0.29,0.25,returning,308.48,32.0
overload,potential,30,3,27,3,3,4,65.66,0.168,open,1166.3,107.0
optimizer,potential,30,3,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,potential,30,3,13,17,6,7,0,0.308,returning,119.08,13.0
adversarial,potential,30,3,19,11,5,2,69.93,0.191,returning,1043.4,94.0
perfect,return,30,3,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,3,20,10,8,2,0,0.25,returning,187.2,20.0
balanced,return,30,3,26,4,4,4,1.04,0.173,returning,509.6,52.0
chaotic,return,30,3,15,15,9,3,2.0,0.222,returning,466.2,45.0
high_skip,return,30,3,9,21,7,0,0,0.222,returning,84.96,9.0
returning,return,30,3,14,16,8,1,0.29,0.25,returning,269.92,28.0
overload,return,30,3,27,3,2,3,76.66,0.178,overloaded,1166.3,107.0
optimizer,return,30,3,28,2,2,4,3.13,0.19,open,853.44,84.0
low_energy,return,30,3,18,12,9,7,0,0.222,returning,164.88,18.0
adversarial,return,30,3,22,8,6,4,68.97,0.179,returning,1176.6,106.0
perfect,lost,90,3,89,1,1,12,4.87,0.169,open,1780.0,178.0
cautious,lost,90,3,42,48,25,8,0,0.286,returning,393.12,42.0
balanced,lost,90,3,78,12,12,9,2.61,0.173,returning,1528.8,156.0
chaotic,lost,90,3,43,47,23,8,1.6,0.209,returning,1336.44,129.0
high_skip,lost,90,3,22,68,13,1,0,0.364,returning,207.68,22.0
returning,lost,90,3,59,31,20,8,0.87,0.212,returning,1137.52,118.0
overload,lost,90,3,83,7,7,21,73.09,0.177,returning,3259.1,299.0
optimizer,lost,90,3,88,2,2,12,9.4,0.193,sustainable,2682.24,264.0
low_energy,lost,90,3,45,45,21,15,0,0.222,returning,412.2,45.0
adversarial,lost,90,3,63,27,20,20,71.41,0.176,returning,3207.9,289.0
perfect,burnout,90,3,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,burnout,90,3,55,35,21,10,0,0.218,returning,514.8,55.0
balanced,burnout,90,3,72,18,13,11,3.13,0.174,returning,1411.2,144.0
chaotic,burnout,90,3,43,47,24,3,2.0,0.202,returning,1336.44,129.0
high_skip,burnout,90,3,26,64,22,4,0,0.269,returning,245.44,26.0
returning,burnout,90,3,49,41,26,3,0.29,0.204,returning,944.72,98.0
overload,burnout,90,3,79,11,8,19,76.36,0.173,returning,3084.7,283.0
optimizer,burnout,90,3,87,3,3,12,7.64,0.192,sustainable,2651.76,261.0
low_energy,burnout,90,3,44,46,22,16,0,0.205,returning,403.04,44.0
adversarial,burnout,90,3,62,28,20,20,70.19,0.176,returning,3152.4,284.0
perfect,potential,90,3,89,1,1,12,4.87,0.169,sustainable,1780.0,178.0
cautious,potential,90,3,57,33,21,9,0,0.193,returning,533.52,57.0
balanced,potential,90,3,77,13,8,11,0.41,0.182,returning,1509.2,154.0
chaotic,potential,90,3,48,42,23,7,13.41,0.174,sustainable,1491.84,144.0
high_skip,potential,90,3,16,74,12,1,0,0.25,returning,151.04,16.0
returning,potential,90,3,56,34,21,8,0,0.188,returning,1079.68,112.0
overload,potential,90,3,81,9,7,20,73.34,0.177,returning,3193.7,293.0
optimizer,potential,90,3,83,7,6,10,9.4,0.193,sustainable,2529.84,249.0
low_energy,potential,90,3,39,51,21,15,0,0.231,returning,357.24,39.0
adversarial,potential,90,3,61,29,17,20,67.01,0.176,sustainable,3207.9,289.0
perfect,return,90,3,88,2,2,11,4.87,0.17,open,1760.0,176.0
cautious,return,90,3,49,41,24,7,0,0.245,returning,458.64,49.0
balanced,return,90,3,65,25,20,6,0.52,0.192,returning,1274.0,130.0
chaotic,return,90,3,43,47,28,7,2.0,0.178,returning,1336.44,129.0
high_skip,return,90,3,23,67,18,0,0,0.217,returning,217.12,23.0
returning,return,90,3,48,42,22,6,0,0.177,returning,925.44,96.0
overload,return,90,3,82,8,8,20,76.6,0.17,returning,3204.6,294.0
optimizer,return,90,3,84,6,5,11,9.4,0.194,sustainable,2560.32,252.0
low_energy,return,90,3,45,45,24,16,0,0.222,returning,412.2,45.0
adversarial,return,90,3,58,32,19,17,70.55,0.174,returning,2997.0,270.0
perfect,lost,180,3,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,lost,180,3,119,61,39,15,0,0.193,returning,1113.84,119.0
balanced,lost,180,3,145,35,29,19,2.61,0.176,sustainable,2842.0,290.0
chaotic,lost,180,3,79,101,47,13,8.0,0.177,sustainable,2455.32,237.0
high_skip,lost,180,3,50,130,38,7,0,0.26,returning,472.0,50.0
returning,lost,180,3,115,65,41,13,0,0.174,sustainable,2217.2,230.0
overload,lost,180,3,151,29,25,40,68.67,0.175,sustainable,5864.2,538.0
optimizer,lost,180,3,173,7,7,23,10.88,0.197,integrated,5273.04,519.0
low_energy,lost,180,3,69,111,45,25,0,0.203,returning,632.04,69.0
adversarial,lost,180,3,133,47,40,50,77.91,0.171,returning,6704.4,604.0
perfect,burnout,180,3,178,2,2,25,4.06,0.169,sustainable,3560.0,356.0
cautious,burnout,180,3,122,58,36,17,0,0.197,returning,1141.92,122.0
balanced,burnout,180,3,146,34,26,22,2.61,0.175,sustainable,2861.6,292.0
chaotic,burnout,180,3,94,86,50,10,3.01,0.17,sustainable,2921.52,282.0
high_skip,burnout,180,3,49,131,37,9,0,0.224,returning,462.56,49.0
returning,burnout,180,3,104,76,39,15,1.45,0.188,returning,2005.12,208.0
overload,burnout,180,3,166,14,11,48,68.31,0.175,sustainable,6354.7,583.0
optimizer,burnout,180,3,173,7,7,24,4.06,0.195,integrated,5273.04,519.0
low_energy,burnout,180,3,78,102,47,26,0,0.231,returning,714.48,78.0
adversarial,burnout,180,3,129,51,35,48,76.25,0.17,returning,6515.7,587.0
perfect,potential,180,3,176,4,4,25,4.06,0.17,integrated,3520.0,352.0
cautious,potential,180,3,108,72,41,14,0,0.204,returning,1010.88,108.0
balanced,potential,180,3,143,37,28,22,2.09,0.178,sustainable,2802.8,286.0
chaotic,potential,180,3,104,76,40,13,13.61,0.176,integrated,3232.32,312.0
high_skip,potential,180,3,39,141,29,5,0,0.256,returning,368.16,39.0
returning,potential,180,3,110,70,46,11,0,0.195,sustainable,2120.8,220.0
overload,potential,180,3,158,22,19,43,75.42,0.171,returning,6114.9,561.0
optimizer,potential,180,3,166,14,14,21,22.11,0.197,integrated,5059.68,498.0
low_energy,potential,180,3,93,87,46,31,0,0.226,returning,851.88,93.0
adversarial,potential,180,3,124,56,35,44,73.37,0.178,returning,6249.3,563.0
perfect,return,180,3,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
cautious,return,180,3,110,70,42,16,0,0.191,returning,1029.6,110.0
balanced,return,180,3,142,38,30,18,0.52,0.183,sustainable,2783.2,284.0
chaotic,return,180,3,101,79,44,10,2.0,0.178,integrated,3139.08,303.0
high_skip,return,180,3,43,137,30,7,0,0.233,returning,405.92,43.0
returning,return,180,3,98,82,47,10,0,0.179,sustainable,1889.44,196.0
overload,return,180,3,154,26,25,41,75.92,0.175,returning,5984.1,549.0
optimizer,return,180,3,169,11,10,22,9.84,0.195,integrated,5151.12,507.0
low_energy,return,180,3,84,96,41,26,0,0.19,returning,769.44,84.0
adversarial,return,180,3,131,49,37,49,73.49,0.176,returning,6615.6,596.0
perfect,lost,30,4,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,4,17,13,6,1,0,0.235,returning,159.12,17.0
balanced,lost,30,4,22,8,5,4,1.04,0.182,returning,431.2,44.0
chaotic,lost,30,4,16,14,6,2,0,0.188,returning,497.28,48.0
high_skip,lost,30,4,11,19,4,0,0,0.273,returning,103.84,11.0
returning,lost,30,4,15,15,6,3,0.58,0.267,returning,289.2,30.0
overload,lost,30,4,27,3,2,4,66.72,0.176,open,1177.2,108.0
optimizer,lost,30,4,30,0,0,4,5.98,0.189,open,914.4,90.0
low_energy,lost,30,4,11,19,7,4,0,0.273,returning,100.76,11.0
adversarial,lost,30,4,23,7,6,5,68.6,0.186,returning,1254.3,113.0
perfect,burnout,30,4,29,1,1,3,1.62,0.172,open,580.0,58.0
cautious,burnout,30,4,23,7,6,3,0,0.217,returning,215.28,23.0
balanced,burnout,30,4,22,8,5,3,1.04,0.205,returning,431.2,44.0
chaotic,burnout,30,4,21,9,7,2,10.22,0.19,returning,652.68,63.0
high_skip,burnout,30,4,9,21,7,1,0,0.333,returning,84.96,9.0
returning,burnout,30,4,23,7,6,4,0.58,0.196,returning,443.44,46.0
overload,burnout,30,4,29,1,1,5,71.35,0.17,open,1220.8,112.0
optimizer,burnout,30,4,29,1,1,4,9.21,0.184,open,883.92,87.0
low_energy,burnout,30,4,14,16,7,3,0,0.286,returning,128.24,14.0
adversarial,burnout,30,4,19,11,5,2,75.73,0.183,returning,1032.3,93.0
perfect,potential,30,4,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,4,19,11,7,2,0,0.263,returning,177.84,19.0
balanced,potential,30,4,19,11,7,3,0,0.211,returning,372.4,38.0
chaotic,potential,30,4,15,15,7,2,0,0.2,returning,466.2,45.0
high_skip,potential,30,4,7,23,5,0,0,0.286,returning,66.08,7.0
returning,potential,30,4,15,15,7,2,0.58,0.233,returning,289.2,30.0
overload,potential,30,4,25,5,5,3,64.85,0.18,returning,1090.0,100.0
optimizer,potential,30,4,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,potential,30,4,18,12,7,5,0,0.222,returning,164.88,18.0
adversarial,potential,30,4,19,11,8,3,61.53,0.179,returning,1054.5,95.0
perfect,return,30,4,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,4,15,15,6,3,0,0.2,returning,140.4,15.0
balanced,return,30,4,28,2,2,4,1.04,0.179,open,548.8,56.0
chaotic,return,30,4,16,14,8,2,4.0,0.188,returning,497.28,48.0
high_skip,return,30,4,11,19,9,1,0,0.273,returning,103.84,11.0
returning,return,30,4,16,14,7,3,0,0.188,returning,308.48,32.0
overload,return,30,4,27,3,3,4,66.72,0.167,open,1177.2,108.0
optimizer,return,30,4,28,2,1,3,9.45,0.179,open,853.44,84.0
low_energy,return,30,4,13,17,5,5,0,0.308,returning,119.08,13.0
adversarial,return,30,4,18,12,6,4,40.91,0.189,returning,999.0,90.0
perfect,lost,90,4,87,3,3,12,3.25,0.172,open,1740.0,174.0
cautious,lost,90,4,57,33,20,3,0,0.211,returning,533.52,57.0
balanced,lost,90,4,68,22,17,11,0.41,0.184,returning,1332.8,136.0
chaotic,lost,90,4,52,38,18,8,6.61,0.179,sustainable,1616.16,156.0
high_skip,lost,90,4,17,73,12,2,0,0.294,returning,160.48,17.0
returning,lost,90,4,48,42,22,10,0,0.208,returning,925.44,96.0
overload,lost,90,4,81,9,9,20,75.46,0.176,returning,3215.5,295.0
optimizer,lost,90,4,83,7,7,10,7.83,0.193,sustainable,2529.84,249.0
low_energy,lost,90,4,46,44,22,18,0,0.196,returning,421.36,46.0
adversarial,lost,90,4,62,28,18,18,77.97,0.176,returning,3085.8,278.0
perfect,burnout,90,4,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,burnout,90,4,58,32,20,9,0,0.207,returning,542.88,58.0
balanced,burnout,90,4,60,30,23,6,0,0.183,returning,1176.0,120.0
chaotic,burnout,90,4,45,45,19,4,12.01,0.185,returning,1398.6,135.0
high_skip,burnout,90,4,23,67,16,3,0,0.261,returning,217.12,23.0
returning,burnout,90,4,52,38,20,11,0,0.192,returning,1002.56,104.0
overload,burnout,90,4,76,14,11,18,76.52,0.179,returning,3041.1,279.0
optimizer,burnout,90,4,83,7,7,12,3.13,0.193,sustainable,2529.84,249.0
low_energy,burnout,90,4,48,42,26,15,0,0.229,returning,439.68,48.0
adversarial,burnout,90,4,69,21,19,25,67.9,0.171,sustainable,3496.5,315.0
perfect,potential,90,4,89,1,1,12,4.87,0.169,sustainable,1780.0,178.0
cautious,potential,90,4,54,36,18,9,0,0.185,returning,505.44,54.0
balanced,potential,90,4,73,17,14,9,0.41,0.178,returning,1430.8,146.0
chaotic,potential,90,4,45,45,21,4,9.21,0.178,sustainable,1398.6,135.0
high_skip,potential,90,4,24,66,17,3,0,0.25,returning,226.56,24.0
returning,potential,90,4,57,33,20,9,0.29,0.202,returning,1098.96,114.0
overload,potential,90,4,79,11,10,19,76.76,0.172,returning,3161.0,290.0
optimizer,potential,90,4,81,9,7,11,6.26,0.198,sustainable,2468.88,243.0
low_energy,potential,90,4,42,48,27,18,0,0.19,returning,384.72,42.0
adversarial,potential,90,4,66,24,17,22,71.66,0.175,returning,3352.2,302.0
perfect,return,90,4,90,0,0,12,4.87,0.167,sustainable,1800.0,180.0
cautious,return,90,4,62,28,22,11,0,0.194,returning,580.32,62.0
balanced,return,90,4,68,22,16,9,1.57,0.176,returning,1332.8,136.0
chaotic,return,90,4,39,51,22,3,1.8,0.205,returning,1212.12,117.0
high_skip,return,90,4,24,66,19,4,0,0.292,returning,226.56,24.0
returning,return,90,4,54,36,24,8,0,0.185,returning,1041.12,108.0
overload,return,90,4,78,12,10,18,73.92,0.172,returning,3041.1,279.0
optimizer,return,90,4,87,3,2,11,11.64,0.192,sustainable,2651.76,261.0
low_energy,return,90,4,40,50,23,13,0,0.3,returning,366.4,40.0
adversarial,return,90,4,66,24,19,22,69.25,0.177,sustainable,3330.0,300.0
perfect,lost,180,4,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,lost,180,4,104,76,39,15,0,0.221,returning,973.44,104.0
balanced,lost,180,4,127,53,39,19,1.04,0.181,sustainable,2489.2,254.0
chaotic,lost,180,4,90,90,46,12,0,0.185,sustainable,2797.2,270.0
high_skip,lost,180,4,48,132,38,6,0,0.229,returning,453.12,48.0
returning,lost,180,4,91,89,42,10,0.87,0.181,returning,1754.48,182.0
overload,lost,180,4,153,27,24,40,76.25,0.176,returning,5896.9,541.0
optimizer,lost,180,4,166,14,13,25,7.83,0.199,integrated,5059.68,498.0
low_energy,lost,180,4,88,92,41,30,0,0.182,returning,806.08,88.0
adversarial,lost,180,4,129,51,37,48,75.27,0.179,returning,6571.2,592.0
perfect,burnout,180,4,177,3,3,25,4.06,0.169,sustainable,3540.0,354.0
cautious,burnout,180,4,119,61,38,18,0,0.193,returning,1113.84,119.0
balanced,burnout,180,4,131,49,38,15,0.52,0.183,sustainable,2567.6,262.0
chaotic,burnout,180,4,96,84,51,15,2.0,0.191,sustainable,2983.68,288.0
high_skip,burnout,180,4,45,135,35,7,0,0.2,returning,424.8,45.0
returning,burnout,180,4,95,85,48,13,0,0.2,returning,1831.6,190.0
overload,burnout,180,4,152,28,23,40,71.52,0.177,returning,5798.8,532.0
optimizer,burnout,180,4,164,16,15,22,15.03,0.197,integrated,4998.72,492.0
low_energy,burnout,180,4,84,96,35,30,0,0.226,returning,769.44,84.0
adversarial,burnout,180,4,125,55,40,45,76.38,0.171,returning,6293.7,567.0
perfect,potential,180,4,177,3,3,25,4.06,0.169,integrated,3540.0,354.0
cautious,potential,180,4,108,72,38,15,0,0.204,returning,1010.88,108.0
balanced,potential,180,4,133,47,38,17,0.52,0.177,sustainable,2606.8,266.0
chaotic,potential,180,4,84,96,45,12,0,0.175,sustainable,2610.72,252.0
high_skip,potential,180,4,49,131,40,6,0,0.204,returning,462.56,49.0
returning,potential,180,4,105,75,41,13,0.58,0.176,sustainable,2024.4,210.0
overload,potential,180,4,152,28,24,40,68.76,0.175,sustainable,5842.4,536.0
optimizer,potential,180,4,167,13,11,24,7.83,0.198,integrated,5090.16,501.0
low_energy,potential,180,4,82,98,46,26,0,0.195,returning,751.12,82.0
adversarial,potential,180,4,136,44,32,54,63.18,0.171,sustainable,6926.4,624.0
perfect,return,180,4,178,2,2,24,6.73,0.169,integrated,3560.0,356.0
cautious,return,180,4,122,58,42,17,0,0.197,returning,1141.92,122.0
balanced,return,180,4,146,34,29,19,0,0.178,sustainable,2861.6,292.0
chaotic,return,180,4,89,91,46,11,0,0.184,sustainable,2766.12,267.0
high_skip,return,180,4,49,131,43,12,0,0.245,returning,462.56,49.0
returning,return,180,4,112,68,44,12,0,0.192,sustainable,2159.36,224.0
overload,return,180,4,163,17,15,46,71.41,0.182,returning,6300.2,578.0
optimizer,return,180,4,167,13,12,22,7.83,0.196,integrated,5090.16,501.0
low_energy,return,180,4,102,78,42,37,0,0.206,returning,934.32,102.0
adversarial,return,180,4,129,51,38,47,75.44,0.173,returning,6471.3,583.0
perfect,lost,30,5,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,5,22,8,6,3,0,0.182,returning,205.92,22.0
balanced,lost,30,5,27,3,3,4,1.04,0.185,open,529.2,54.0
chaotic,lost,30,5,12,18,7,1,4.0,0.25,returning,372.96,36.0
high_skip,lost,30,5,8,22,6,1,0,0.25,returning,75.52,8.0
returning,lost,30,5,21,9,7,3,0.29,0.19,returning,404.88,42.0
overload,lost,30,5,29,1,1,4,76.41,0.177,overloaded,1231.7,113.0
optimizer,lost,30,5,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,lost,30,5,14,16,8,2,0,0.286,returning,128.24,14.0
adversarial,lost,30,5,24,6,6,5,75.61,0.179,returning,1298.7,117.0
perfect,burnout,30,5,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,5,19,11,6,3,0,0.263,returning,177.84,19.0
balanced,burnout,30,5,22,8,7,4,0.52,0.205,returning,431.2,44.0
chaotic,burnout,30,5,9,21,6,3,0,0.222,returning,279.72,27.0
high_skip,burnout,30,5,9,21,6,2,0,0.333,returning,84.96,9.0
returning,burnout,30,5,18,12,6,3,0,0.25,returning,347.04,36.0
overload,burnout,30,5,29,1,1,5,72.41,0.177,overloaded,1231.7,113.0
optimizer,burnout,30,5,29,1,1,4,9.21,0.184,open,883.92,87.0
low_energy,burnout,30,5,15,15,8,6,0,0.267,returning,137.4,15.0
adversarial,burnout,30,5,26,4,3,7,73.43,0.177,overloaded,1376.4,124.0
perfect,potential,30,5,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,5,18,12,6,3,0,0.222,returning,168.48,18.0
balanced,potential,30,5,27,3,3,4,0.52,0.185,open,529.2,54.0
chaotic,potential,30,5,15,15,8,1,2.61,0.2,returning,466.2,45.0
high_skip,potential,30,5,8,22,6,0,0,0.375,returning,75.52,8.0
returning,potential,30,5,15,15,5,3,0,0.2,returning,289.2,30.0
overload,potential,30,5,28,2,2,4,72.09,0.18,overloaded,1209.9,111.0
optimizer,potential,30,5,27,3,3,4,3.13,0.198,open,822.96,81.0
low_energy,potential,30,5,13,17,10,3,0,0.385,returning,119.08,13.0
adversarial,potential,30,5,21,9,4,4,66.76,0.175,returning,1143.3,103.0
perfect,return,30,5,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,5,17,13,5,2,0,0.235,returning,159.12,17.0
balanced,return,30,5,22,8,6,3,1.04,0.205,returning,431.2,44.0
chaotic,return,30,5,18,12,8,3,5.8,0.185,returning,559.44,54.0
high_skip,return,30,5,6,24,5,0,0,0.167,returning,56.64,6.0
returning,return,30,5,16,14,8,3,0,0.25,returning,308.48,32.0
overload,return,30,5,25,5,5,4,53.85,0.18,returning,1090.0,100.0
optimizer,return,30,5,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,return,30,5,14,16,8,4,0,0.214,returning,128.24,14.0
adversarial,return,30,5,23,7,5,4,77.19,0.18,returning,1232.1,111.0
perfect,lost,90,5,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,lost,90,5,54,36,26,6,0,0.241,returning,505.44,54.0
balanced,lost,90,5,66,24,20,5,0,0.174,returning,1293.6,132.0
chaotic,lost,90,5,43,47,23,8,9.61,0.202,returning,1336.44,129.0
high_skip,lost,90,5,28,62,18,4,0,0.25,returning,264.32,28.0
returning,lost,90,5,51,39,19,10,0,0.196,returning,983.28,102.0
overload,lost,90,5,81,9,9,20,73.34,0.184,returning,3193.7,293.0
optimizer,lost,90,5,84,6,6,12,9.4,0.194,sustainable,2560.32,252.0
low_energy,lost,90,5,44,46,21,14,0,0.205,returning,403.04,44.0
adversarial,lost,90,5,61,29,19,19,69.59,0.17,sustainable,3130.2,282.0
perfect,burnout,90,5,88,2,1,11,4.87,0.17,open,1760.0,176.0
cautious,burnout,90,5,61,29,18,11,0,0.197,returning,570.96,61.0
balanced,burnout,90,5,75,15,12,10,0.52,0.18,returning,1470.0,150.0
chaotic,burnout,90,5,45,45,23,5,0,0.207,returning,1398.6,135.0
high_skip,burnout,90,5,22,68,16,1,0,0.273,returning,207.68,22.0
returning,burnout,90,5,49,41,21,8,0,0.204,returning,944.72,98.0
overload,burnout,90,5,73,17,15,17,67.16,0.18,sustainable,2899.4,266.0
optimizer,burnout,90,5,85,5,5,10,22.11,0.188,sustainable,2590.8,255.0
low_energy,burnout,90,5,56,34,18,18,0,0.214,returning,512.96,56.0
adversarial,burnout,90,5,60,30,23,19,67.17,0.178,sustainable,3063.6,276.0
perfect,potential,90,5,89,1,1,12,4.87,0.169,sustainable,1780.0,178.0
cautious,potential,90,5,49,41,24,7,0,0.204,returning,458.64,49.0
balanced,potential,90,5,70,20,14,9,2.09,0.186,returning,1372.0,140.0
chaotic,potential,90,5,47,43,21,6,3.6,0.206,sustainable,1460.76,141.0
high_skip,potential,90,5,20,70,17,3,0,0.35,returning,188.8,20.0
returning,potential,90,5,47,43,21,8,0,0.181,returning,906.16,94.0
overload,potential,90,5,78,12,10,19,68.56,0.177,sustainable,3084.7,283.0
optimizer,potential,90,5,85,5,5,11,12.67,0.192,sustainable,2590.8,255.0
low_energy,potential,90,5,51,39,23,16,0,0.196,returning,467.16,51.0
adversarial,potential,90,5,64,26,16,21,63.82,0.172,sustainable,3219.0,290.0
perfect,return,90,5,90,0,0,12,4.87,0.167,sustainable,1800.0,180.0
cautious,return,90,5,52,38,22,6,0,0.212,returning,486.72,52.0
balanced,return,90,5,77,13,11,11,0.41,0.182,returning,1509.2,154.0
chaotic,return,90,5,54,36,21,6,3.01,0.173,sustainable,1678.32,162.0
high_skip,return,90,5,22,68,16,3,0,0.273,returning,207.68,22.0
returning,return,90,5,50,40,19,7,0.29,0.21,returning,964.0,100.0
overload,return,90,5,80,10,9,19,71.56,0.177,returning,3084.7,283.0
optimizer,return,90,5,84,6,6,11,9.4,0.194,sustainable,2560.32,252.0
low_energy,return,90,5,45,45,27,16,0,0.222,returning,412.2,45.0
adversarial,return,90,5,63,27,20,20,72.62,0.179,returning,3219.0,290.0
perfect,lost,180,5,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,lost,180,5,107,73,41,12,0,0.206,returning,1001.52,107.0
balanced,lost,180,5,146,34,29,21,0.52,0.171,sustainable,2861.6,292.0
chaotic,lost,180,5,94,86,48,10,4.0,0.177,integrated,2921.52,282.0
high_skip,lost,180,5,53,127,41,9,0,0.208,returning,500.32,53.0
returning,lost,180,5,94,86,50,14,0.29,0.181,returning,1812.32,188.0
